zipcode,base_total_capacity,new_build_capacity,expansion_capacity,total_after,desert_threshold,is_desert_after
13640,0.0,100.0,0.0,100.0,13.0,False
13641,0.0,0.0,0.0,0.0,0.0,False
13642,98.0,800.0,0.0,898.0,586.8,False
13643,0.0,100.0,0.0,100.0,12.0,False
13645,0.0,0.0,0.0,0.0,0.0,False
13646,16.0,200.0,0.0,216.0,163.9,False
13647,0.0,100.0,0.0,100.0,3.8,False
13648,44.0,100.0,0.0,144.0,81.66666666666666,False
13649,0.0,0.0,0.0,0.0,0.0,False
13650,0.0,100.0,0.0,100.0,67.8,False
13651,0.0,100.0,0.0,100.0,0.7999999999999999,False
13652,333.0,200.0,23.333333333333332,556.3333333333334,232.4,False
13654,48.0,200.0,0.0,248.0,216.0,False
13655,113.0,200.0,0.0,313.0,303.9,False
13656,149.0,400.0,0.0,549.0,393.4,False
13657,0.0,0.0,0.0,0.0,0.0,False
13658,24.0,100.0,4.0,128.0,108.06666666666666,False
13659,0.0,100.0,0.0,100.0,21.7,False
13660,16.0,200.0,0.0,216.0,184.7,False
13661,0.0,200.0,0.0,200.0,89.53333333333333,False
13662,227.0,900.0,0.0,1127.0,1109.5,False
13664,0.0,100.0,0.0,100.0,13.466666666666665,False
13665,0.0,100.0,0.0,100.0,62.5,False
13666,0.0,100.0,0.0,100.0,10.933333333333332,False
13667,0.0,400.0,0.0,400.0,253.4,False
13668,70.0,200.0,0.0,270.0,169.9333333333333,False
13669,255.0,1200.0,0.0,1455.0,883.5333333333333,False
13670,0.0,100.0,0.0,100.0,18.6,False
13671,0.0,0.0,0.0,0.0,0.0,False
13672,320.0,0.0,0.0,320.0,22.9,False
13673,144.0,400.0,0.0,544.0,205.0,False
13674,0.0,100.0,0.0,100.0,13.466666666666665,False
13675,0.0,100.0,0.0,100.0,2.8,False
13676,242.0,600.0,0.0,842.0,598.4666666666667,False
13677,0.0,0.0,0.0,0.0,0.0,False
13678,0.0,0.0,0.0,0.0,0.0,False
13679,0.0,200.0,0.0,200.0,93.0,False
13680,0.0,200.0,0.0,200.0,163.7,False
13681,0.0,200.0,0.0,200.0,111.7,False
13682,0.0,100.0,0.0,100.0,28.733333333333334,False
13683,0.0,0.0,0.0,0.0,0.0,False
13684,0.0,200.0,0.0,200.0,118.7,False
13685,20.0,100.0,0.0,120.0,73.93333333333334,False
13687,0.0,100.0,0.0,100.0,21.666666666666664,False
13690,0.0,100.0,0.0,100.0,71.1,False
13691,100.0,400.0,0.0,500.0,165.33333333333331,False
13692,0.0,100.0,0.0,100.0,5.066666666666666,False
13693,0.0,100.0,0.0,100.0,3.0,False
13694,8.0,200.0,0.0,208.0,92.3,False
13695,0.0,0.0,0.0,0.0,0.0,False
13696,0.0,0.0,0.0,0.0,0.0,False
13697,0.0,200.0,0.0,200.0,117.3,False
13699,0.0,0.0,0.0,0.0,0.0,False
13730,8.0,200.0,0.0,208.0,183.8,False
13731,0.0,100.0,0.0,100.0,26.4,False
13732,126.0,500.0,0.0,626.0,360.06666666666666,False
13733,33.0,400.0,0.0,433.0,282.1,False
13734,0.0,200.0,0.0,200.0,154.4,False
13736,0.0,200.0,0.0,200.0,128.2,False
13737,0.0,0.0,0.0,0.0,0.0,False
13738,0.0,100.0,0.0,100.0,1.4,False
13739,8.0,100.0,0.0,108.0,25.9,False
13740,44.0,0.0,0.0,44.0,23.0,False
13743,38.0,100.0,4.0,142.0,115.86666666666667,False
13744,0.0,200.0,0.0,200.0,97.39999999999999,False
13745,0.0,0.0,0.0,0.0,0.0,False
13746,8.0,100.0,0.0,108.0,77.53333333333333,False
13747,0.0,0.0,0.0,0.0,0.0,False
13748,0.0,400.0,0.0,400.0,145.39999999999998,False
13749,0.0,0.0,0.0,0.0,0.0,False
13750,24.0,100.0,0.0,124.0,30.6,False
13751,8.0,100.0,0.0,108.0,49.0,False
13752,0.0,100.0,0.0,100.0,38.13333333333333,False
13753,139.0,100.0,0.0,239.0,171.4,False
13754,52.0,100.0,2.4,154.4,154.4,False
13755,0.0,100.0,0.0,100.0,44.6,False
13756,0.0,100.0,0.0,100.0,32.5,False
13757,8.0,100.0,0.0,108.0,53.53333333333333,False
13758,0.0,0.0,0.0,0.0,0.0,False
13760,1258.0,1600.0,73.99999999999989,2932.0,2089.866666666667,False
13761,0.0,0.0,0.0,0.0,0.0,False
13762,0.0,0.0,0.0,0.0,0.0,False
13763,0.0,0.0,0.0,0.0,0.0,False
13774,19.0,0.0,0.0,19.0,2.6666666666666665,False
13775,132.0,0.0,17.333333333333332,149.33333333333334,52.39999999999999,False
13776,40.0,0.0,0.0,40.0,15.8,False
13777,0.0,100.0,0.0,100.0,14.0,False
13778,118.0,500.0,0.0,618.0,297.2,False
13780,0.0,100.0,0.0,100.0,70.6,False
13782,16.0,100.0,0.0,116.0,26.2,False
13783,190.0,0.0,12.0,202.0,104.8,False
13784,16.0,100.0,0.0,116.0,18.0,False
13786,0.0,100.0,0.0,100.0,9.533333333333333,False
13787,63.0,200.0,0.0,263.0,240.6,False
13788,0.0,100.0,0.0,100.0,43.9,False
13790,646.0,800.0,0.0,1446.0,1324.8,False
13794,0.0,0.0,0.0,0.0,0.0,False
13795,16.0,200.0,0.0,216.0,130.4,False
13796,8.0,100.0,0.0,108.0,63.5,False
13797,0.0,200.0,0.0,200.0,189.39999999999998,False
13801,0.0,100.0,0.0,100.0,64.1,False
13802,20.0,100.0,0.0,120.0,49.199999999999996,False
13803,58.0,500.0,0.0,558.0,492.3,False
13804,0.0,100.0,0.0,100.0,11.5,False
13806,0.0,100.0,0.0,100.0,13.066666666666666,False
13807,8.0,100.0,0.0,108.0,52.8,False
13808,17.0,100.0,0.0,117.0,64.53333333333333,False
13809,0.0,400.0,0.0,400.0,145.6,False
13810,16.0,100.0,0.0,116.0,35.666666666666664,False
13811,32.0,400.0,0.0,432.0,216.0,False
13812,48.0,100.0,0.0,148.0,145.0,False
13813,0.0,200.0,0.0,200.0,129.8,False
13814,0.0,100.0,0.0,100.0,2.333333333333333,False
13815,237.0,800.0,0.0,1037.0,851.5,False
138151332,0.0,0.0,0.0,0.0,0.0,False
138151613,0.0,0.0,0.0,0.0,0.0,False
138151622,0.0,0.0,0.0,0.0,0.0,False
138151745,0.0,0.0,0.0,0.0,0.0,False
138151838,0.0,0.0,0.0,0.0,0.0,False
13820,300.0,400.0,0.0,700.0,572.1333333333333,False
138202255,0.0,0.0,0.0,0.0,0.0,False
138202685,0.0,0.0,0.0,0.0,0.0,False
138204015,0.0,0.0,0.0,0.0,0.0,False
13825,16.0,200.0,0.0,216.0,169.3,False
13826,0.0,0.0,0.0,0.0,0.0,False
13827,242.0,400.0,18.666666666666668,660.6666666666666,544.1333333333333,False
13830,85.0,400.0,0.0,485.0,362.8,False
13832,0.0,100.0,0.0,100.0,33.0,False
13833,0.0,600.0,0.0,600.0,510.1,False
13834,0.0,0.0,0.0,0.0,0.0,False
13835,0.0,100.0,0.0,100.0,83.69999999999999,False
13838,287.0,0.0,52.5,339.5,339.5,False
13839,8.0,200.0,0.0,208.0,125.19999999999999,False
13840,0.0,0.0,0.0,0.0,0.0,False
13841,0.0,100.0,0.0,100.0,60.2,False
13842,8.0,0.0,0.6666666666666666,8.666666666666666,4.9,False
13843,0.0,400.0,0.0,400.0,182.0,False
13844,0.0,100.0,0.0,100.0,61.3,False
13845,0.0,0.0,0.0,0.0,0.0,False
13846,0.0,100.0,0.0,100.0,15.866666666666667,False
13847,0.0,0.0,0.0,0.0,0.0,False
13848,0.0,0.0,0.0,0.0,0.0,False
13849,52.0,400.0,0.0,452.0,222.7,False
13850,963.0,0.0,180.3333333333333,1143.3333333333333,1074.9333333333334,False
13851,0.0,0.0,0.0,0.0,0.0,False
13856,127.0,400.0,0.0,527.0,403.5,False
13859,0.0,100.0,0.0,100.0,6.666666666666666,False
13860,0.0,100.0,0.0,100.0,12.333333333333332,False
13861,0.0,100.0,0.0,100.0,17.4,False
13862,191.0,100.0,0.0,291.0,261.3,False
13863,8.0,100.0,0.0,108.0,26.799999999999997,False
13864,8.0,200.0,0.0,208.0,72.2,False
13865,76.0,600.0,0.0,676.0,263.26666666666665,False
13901,389.0,1200.0,58.0,1647.0,1541.7,False
139013705,0.0,0.0,0.0,0.0,0.0,False
13902,47.0,0.0,0.0,47.0,0.0,False
13903,378.0,800.0,20.0,1198.0,833.9333333333334,False
13904,112.0,800.0,0.0,912.0,746.7,False
13905,535.0,800.0,100.33333333333312,1435.333333333333,1261.6,False
14001,162.0,400.0,0.0,562.0,425.5333333333333,False
14004,155.0,800.0,0.0,955.0,577.8,False
14005,55.0,200.0,0.0,255.0,103.6,False
14006,152.0,500.0,0.0,652.0,423.0,False
14008,0.0,200.0,0.0,200.0,101.5,False
14009,122.0,300.0,0.0,422.0,363.7,False
14010,0.0,0.0,0.0,0.0,0.0,False
14011,140.0,600.0,0.0,740.0,298.46666666666664,False
14012,8.0,400.0,0.0,408.0,263.5,False
14013,0.0,200.0,0.0,200.0,161.5,False
14020,735.0,800.0,0.0,1535.0,1447.9,False
14021,0.0,0.0,0.0,0.0,0.0,False
14024,8.0,200.0,0.0,208.0,117.53333333333333,False
14025,114.0,100.0,0.0,214.0,126.66666666666666,False
14026,0.0,100.0,0.0,100.0,32.5,False
14027,0.0,0.0,0.0,0.0,0.0,False
14028,0.0,100.0,0.0,100.0,56.53333333333333,False
14029,0.0,0.0,0.0,0.0,0.0,False
14030,0.0,400.0,0.0,400.0,143.2,False
14031,123.0,400.0,0.0,523.0,380.9333333333333,False
14032,132.0,800.0,0.0,932.0,589.4666666666667,False
14033,0.0,200.0,0.0,200.0,107.1,False
14034,0.0,100.0,0.0,100.0,84.26666666666667,False
14035,0.0,100.0,0.0,100.0,5.666666666666666,False
14036,59.0,400.0,0.0,459.0,192.9333333333333,False
14037,0.0,100.0,0.0,100.0,41.9,False
14038,0.0,0.0,0.0,0.0,0.0,False
14039,0.0,100.0,0.0,100.0,3.6666666666666665,False
14040,53.0,100.0,0.0,153.0,104.93333333333334,False
14041,0.0,100.0,0.0,100.0,5.0,False
14042,39.0,400.0,0.0,439.0,343.4,False
14043,849.0,400.0,0.0,1249.0,1122.3999999999999,False
14047,178.0,100.0,0.0,278.0,214.66666666666666,False
14048,496.0,400.0,8.0,904.0,904.0,False
14051,384.0,1000.0,6.0,1390.0,1015.0,False
14052,329.0,400.0,21.66666666666664,750.6666666666666,679.4666666666667,False
14054,0.0,100.0,0.0,100.0,94.53333333333333,False
14055,0.0,100.0,0.0,100.0,32.46666666666667,False
14056,0.0,100.0,0.0,100.0,11.799999999999999,False
14057,107.0,400.0,0.0,507.0,349.1333333333333,False
14058,40.0,400.0,0.0,440.0,209.59999999999997,False
14059,339.0,600.0,0.0,939.0,554.1333333333333,False
14060,0.0,100.0,0.0,100.0,13.8,False
14061,0.0,100.0,0.0,100.0,1.4666666666666668,False
14062,0.0,400.0,0.0,400.0,249.89999999999998,False
14063,336.0,100.0,0.0,436.0,410.06666666666666,False
14065,0.0,200.0,0.0,200.0,150.0,False
14066,70.0,100.0,0.0,170.0,60.5,False
14067,72.0,200.0,0.0,272.0,250.7,False
14068,590.0,0.0,0.0,590.0,439.59999999999997,False
14069,0.0,100.0,0.0,100.0,46.2,False
14070,84.0,600.0,0.0,684.0,590.3,False
14072,841.0,400.0,52.66666666666667,1293.6666666666667,968.1333333333333,False
14075,871.0,1200.0,59.0,2130.0,1842.0666666666666,False
140754828,0.0,0.0,0.0,0.0,0.0,False
14080,107.0,200.0,4.333333333333333,311.3333333333333,199.79999999999998,False
14081,0.0,200.0,0.0,200.0,192.5,False
140819343,0.0,0.0,0.0,0.0,0.0,False
140819706,0.0,0.0,0.0,0.0,0.0,False
14082,8.0,100.0,0.0,108.0,48.33333333333333,False
14083,0.0,0.0,0.0,0.0,0.0,False
14085,211.0,400.0,0.0,611.0,487.9333333333333,False
14086,740.0,1200.0,96.66666666666654,2036.6666666666665,1605.6666666666665,False
14091,8.0,200.0,0.0,208.0,160.1,False
14092,177.0,100.0,28.799999999999947,305.79999999999995,305.79999999999995,False
14094,1314.0,2000.0,106.66666666666646,3420.6666666666665,2475.9333333333334,False
140941129,0.0,0.0,0.0,0.0,0.0,False
14095,0.0,0.0,0.0,0.0,0.0,False
14098,0.0,400.0,0.0,400.0,309.6,False
14101,0.0,200.0,0.0,200.0,123.9,False
14102,0.0,100.0,0.0,100.0,53.8,False
14103,250.0,600.0,0.0,850.0,820.7,False
14105,8.0,500.0,0.0,508.0,289.59999999999997,False
14107,0.0,0.0,0.0,0.0,0.0,False
14108,46.0,600.0,4.0,650.0,332.8666666666667,False
14109,0.0,0.0,0.0,0.0,0.0,False
14110,0.0,0.0,0.0,0.0,0.0,False
14111,16.0,200.0,0.0,216.0,144.33333333333331,False
14112,0.0,0.0,0.0,0.0,0.0,False
14113,0.0,100.0,0.0,100.0,28.199999999999996,False
14120,968.0,2000.0,89.33333333333312,3057.333333333333,1932.6,False
14124,0.0,0.0,0.0,0.0,0.0,False
14125,0.0,400.0,0.0,400.0,205.0,False
14126,0.0,100.0,0.0,100.0,11.0,False
14127,1041.0,400.0,96.79999999999978,1537.7999999999997,1537.7999999999997,False
141272605,0.0,0.0,0.0,0.0,0.0,False
141273378,0.0,0.0,0.0,0.0,0.0,False
14129,0.0,100.0,0.0,100.0,81.5,False
14130,0.0,100.0,0.0,100.0,6.933333333333334,False
14131,210.0,0.0,0.0,210.0,201.2,False
14132,101.0,400.0,0.0,501.0,358.5333333333333,False
14133,0.0,0.0,0.0,0.0,0.0,False
14134,0.0,100.0,0.0,100.0,5.5,False
14135,0.0,100.0,0.0,100.0,3.8,False
14136,16.0,400.0,0.0,416.0,301.0,False
14138,66.0,100.0,0.0,166.0,141.7,False
14139,0.0,200.0,0.0,200.0,162.46666666666664,False
14140,0.0,0.0,0.0,0.0,0.0,False
14141,465.0,0.0,0.0,465.0,401.4,False
14143,0.0,100.0,0.0,100.0,96.0,False
14144,0.0,0.0,0.0,0.0,0.0,False
14145,32.0,200.0,0.0,232.0,76.4,False
14150,1493.0,0.0,129.86666666666667,1622.8666666666668,1622.8666666666668,False
14151,0.0,0.0,0.0,0.0,0.0,False
14166,0.0,0.0,0.0,0.0,0.0,False
14167,0.0,200.0,0.0,200.0,85.79999999999998,False
14168,0.0,0.0,0.0,0.0,0.0,False
14169,0.0,0.0,0.0,0.0,0.0,False
14170,0.0,200.0,0.0,200.0,127.2,False
14171,40.0,100.0,0.0,140.0,58.53333333333333,False
14172,16.0,200.0,0.0,216.0,134.39999999999998,False
14173,40.0,0.0,0.0,40.0,5.799999999999999,False
14174,214.0,100.0,0.0,314.0,267.3333333333333,False
14201,596.0,400.0,82.9,1078.9,1078.9,False
14202,253.0,0.0,20.33333333333333,273.3333333333333,127.26666666666667,False
14203,230.0,0.0,0.0,230.0,66.8,False
14204,410.0,400.0,36.66666666666664,846.6666666666666,521.9,False
14205,0.0,0.0,0.0,0.0,0.0,False
14206,308.0,1200.0,41.499999999999545,1549.4999999999995,1549.5,False
14207,830.0,2000.0,0.0,2830.0,2719.5,False
14208,467.0,600.0,11.333333333333277,1078.3333333333333,723.4,False
14209,542.0,0.0,0.0,542.0,222.86666666666667,False
142091928,0.0,0.0,0.0,0.0,0.0,False
142092005,0.0,0.0,0.0,0.0,0.0,False
14210,824.0,400.0,0.0,1224.0,1115.8,False
14211,544.0,2400.0,0.0,2944.0,2727.7,False
14212,290.0,1200.0,0.0,1490.0,1398.5,False
14213,478.0,2400.0,0.0,2878.0,2443.4,False
14214,621.0,800.0,71.9,1492.9,1492.9,False
14215,1033.0,3600.0,0.0,4633.0,3944.7,False
142151412,0.0,0.0,0.0,0.0,0.0,False
14216,338.0,1700.0,42.99999999999999,2081.0,1011.3999999999999,False
14217,401.0,600.0,0.0,1001.0,983.6,False
14218,636.0,1200.0,65.33333333333333,1901.3333333333333,1744.5,False
14219,179.0,400.0,0.0,579.0,531.9,False
14220,407.0,1400.0,0.0,1807.0,1719.0,False
14221,2314.0,1200.0,322.3333333333333,3836.3333333333335,2525.6,False
14222,201.0,800.0,17.666666666666664,1018.6666666666666,520.8,False
14223,427.0,1200.0,0.0,1627.0,924.1999999999999,False
142231145,0.0,0.0,0.0,0.0,0.0,False
142232317,0.0,0.0,0.0,0.0,0.0,False
14224,763.0,1200.0,107.99999999999987,2071.0,1648.6666666666665,False
14225,755.0,1600.0,0.0,2355.0,2253.5,False
14226,1002.0,800.0,61.666666666666664,1863.6666666666667,1444.3333333333333,False
14227,421.0,800.0,3.7,1224.7,1224.7,False
14228,794.0,400.0,51.33333333333333,1245.3333333333333,1135.7333333333331,False
14231,0.0,0.0,0.0,0.0,0.0,False
14233,0.0,0.0,0.0,0.0,0.0,False
14240,0.0,0.0,0.0,0.0,0.0,False
14241,0.0,0.0,0.0,0.0,0.0,False
14260,192.0,0.0,0.0,192.0,0.0,False
14261,0.0,0.0,0.0,0.0,0.0,False
14263,0.0,0.0,0.0,0.0,0.0,False
14264,0.0,0.0,0.0,0.0,0.0,False
14265,0.0,0.0,0.0,0.0,0.0,False
14267,0.0,0.0,0.0,0.0,0.0,False
14269,0.0,0.0,0.0,0.0,0.0,False
14270,0.0,0.0,0.0,0.0,0.0,False
14272,0.0,0.0,0.0,0.0,0.0,False
14273,0.0,0.0,0.0,0.0,0.0,False
14276,0.0,0.0,0.0,0.0,0.0,False
14280,0.0,0.0,0.0,0.0,0.0,False
14301,338.0,600.0,0.0,938.0,787.3,False
143012714,0.0,0.0,0.0,0.0,0.0,False
14302,0.0,0.0,0.0,0.0,0.0,False
14303,111.0,600.0,12.0,723.0,699.7,False
14304,867.0,1200.0,0.0,2067.0,1929.3,False
14305,590.0,1200.0,0.0,1790.0,1280.0,False
14410,0.0,0.0,0.0,0.0,0.0,False
14411,140.0,500.0,0.0,640.0,573.1,False
14413,0.0,0.0,0.0,0.0,0.0,False
14414,131.0,400.0,0.0,531.0,300.73333333333335,False
144141446,0.0,0.0,0.0,0.0,0.0,False
144149790,0.0,0.0,0.0,0.0,0.0,False
14415,0.0,100.0,0.0,100.0,9.266666666666666,False
14416,80.0,200.0,10.666666666666664,290.6666666666667,167.66666666666666,False
14418,0.0,200.0,0.0,200.0,73.33333333333333,False
14420,454.0,600.0,0.0,1054.0,815.5333333333333,False
144202997,0.0,0.0,0.0,0.0,0.0,False
14422,0.0,200.0,0.0,200.0,154.5,False
14423,116.0,400.0,0.0,516.0,244.4,False
14424,342.0,1200.0,0.0,1542.0,1030.1999999999998,False
144241207,0.0,0.0,0.0,0.0,0.0,False
144247964,0.0,0.0,0.0,0.0,0.0,False
144248395,0.0,0.0,0.0,0.0,0.0,False
144249382,0.0,0.0,0.0,0.0,0.0,False
14425,48.0,1200.0,3.3333333333333335,1251.3333333333333,812.8,False
144258912,0.0,0.0,0.0,0.0,0.0,False
144259543,0.0,0.0,0.0,0.0,0.0,False
144259603,0.0,0.0,0.0,0.0,0.0,False
14427,0.0,200.0,0.0,200.0,119.6,False
14428,0.0,0.0,0.0,0.0,0.0,False
144289755,0.0,0.0,0.0,0.0,0.0,False
14429,0.0,0.0,0.0,0.0,0.0,False
14430,0.0,0.0,0.0,0.0,0.0,False
14432,321.0,0.0,41.39999999999998,362.4,362.4,False
144329362,0.0,0.0,0.0,0.0,0.0,False
144329786,0.0,0.0,0.0,0.0,0.0,False
14433,33.0,600.0,0.0,633.0,464.5,False
144339513,0.0,0.0,0.0,0.0,0.0,False
14435,0.0,0.0,0.0,0.0,0.0,False
14437,378.0,400.0,0.0,778.0,496.6,False
144371239,0.0,0.0,0.0,0.0,0.0,False
14441,0.0,0.0,0.0,0.0,0.0,False
14443,0.0,0.0,0.0,0.0,0.0,False
14445,0.0,500.0,0.0,500.0,456.6,False
144451815,0.0,0.0,0.0,0.0,0.0,False
144451864,0.0,0.0,0.0,0.0,0.0,False
144452105,0.0,0.0,0.0,0.0,0.0,False
14449,0.0,0.0,0.0,0.0,0.0,False
14450,881.0,2000.0,74.99999999999976,2955.9999999999995,2169.133333333333,False
144502474,0.0,0.0,0.0,0.0,0.0,False
144502503,0.0,0.0,0.0,0.0,0.0,False
144502845,0.0,0.0,0.0,0.0,0.0,False
144503924,0.0,0.0,0.0,0.0,0.0,False
144508731,0.0,0.0,0.0,0.0,0.0,False
144509117,0.0,0.0,0.0,0.0,0.0,False
144509122,0.0,0.0,0.0,0.0,0.0,False
144509542,0.0,0.0,0.0,0.0,0.0,False
144509792,0.0,0.0,0.0,0.0,0.0,False
14452,0.0,0.0,0.0,0.0,0.0,False
14453,0.0,0.0,0.0,0.0,0.0,False
14454,0.0,0.0,0.0,0.0,0.0,False
14456,389.0,1600.0,0.0,1989.0,1334.0,False
144561227,0.0,0.0,0.0,0.0,0.0,False
144561335,0.0,0.0,0.0,0.0,0.0,False
144561651,0.0,0.0,0.0,0.0,0.0,False
144563410,0.0,0.0,0.0,0.0,0.0,False
14461,0.0,0.0,0.0,0.0,0.0,False
14462,0.0,0.0,0.0,0.0,0.0,False
14463,0.0,0.0,0.0,0.0,0.0,False
14464,43.0,800.0,0.0,843.0,482.7,False
144649326,0.0,0.0,0.0,0.0,0.0,False
14466,0.0,0.0,0.0,0.0,0.0,False
14467,0.0,0.0,0.0,0.0,0.0,False
144679390,0.0,0.0,0.0,0.0,0.0,False
144679540,0.0,0.0,0.0,0.0,0.0,False
144679731,0.0,0.0,0.0,0.0,0.0,False
14468,292.0,1200.0,0.0,1492.0,992.1333333333333,False
144681246,0.0,0.0,0.0,0.0,0.0,False
14469,0.0,0.0,0.0,0.0,0.0,False
14470,135.0,400.0,17.333333333333332,552.3333333333334,527.8,False
14471,0.0,0.0,0.0,0.0,0.0,False
14472,0.0,800.0,0.0,800.0,521.2666666666667,False
144721031,0.0,0.0,0.0,0.0,0.0,False
14475,0.0,0.0,0.0,0.0,0.0,False
14476,116.0,200.0,0.0,316.0,153.06666666666666,False
14477,0.0,100.0,0.0,100.0,43.06666666666666,False
14478,0.0,100.0,0.0,100.0,21.93333333333333,False
14479,0.0,0.0,0.0,0.0,0.0,False
14480,0.0,0.0,0.0,0.0,0.0,False
14481,8.0,100.0,0.0,108.0,85.13333333333333,False
14482,0.0,0.0,0.0,0.0,0.0,False
14485,0.0,0.0,0.0,0.0,0.0,False
144859447,0.0,0.0,0.0,0.0,0.0,False
144859455,0.0,0.0,0.0,0.0,0.0,False
14486,8.0,100.0,0.0,108.0,16.6,False
14487,0.0,0.0,0.0,0.0,0.0,False
144870620,0.0,0.0,0.0,0.0,0.0,False
14488,0.0,0.0,0.0,0.0,0.0,False
14489,0.0,0.0,0.0,0.0,0.0,False
144899391,0.0,0.0,0.0,0.0,0.0,False
14502,0.0,0.0,0.0,0.0,0.0,False
145028830,0.0,0.0,0.0,0.0,0.0,False
145029101,0.0,0.0,0.0,0.0,0.0,False
145029130,0.0,0.0,0.0,0.0,0.0,False
14504,0.0,0.0,0.0,0.0,0.0,False
14505,148.0,400.0,0.0,548.0,244.86666666666667,False
14506,0.0,0.0,0.0,0.0,0.0,False
145069732,0.0,0.0,0.0,0.0,0.0,False
145069998,0.0,0.0,0.0,0.0,0.0,False
14507,0.0,0.0,0.0,0.0,0.0,False
145079757,0.0,0.0,0.0,0.0,0.0,False
14508,0.0,0.0,0.0,0.0,0.0,False
14510,310.0,0.0,41.8,351.8,351.8,False
14511,0.0,0.0,0.0,0.0,0.0,False
14512,0.0,0.0,0.0,0.0,0.0,False
14513,0.0,0.0,0.0,0.0,0.0,False
145139164,0.0,0.0,0.0,0.0,0.0,False
145139195,0.0,0.0,0.0,0.0,0.0,False
145139725,0.0,0.0,0.0,0.0,0.0,False
14514,0.0,0.0,0.0,0.0,0.0,False
145141204,0.0,0.0,0.0,0.0,0.0,False
145141256,0.0,0.0,0.0,0.0,0.0,False
14515,0.0,0.0,0.0,0.0,0.0,False
14516,0.0,400.0,0.0,400.0,154.73333333333332,False
14517,0.0,0.0,0.0,0.0,0.0,False
145179784,0.0,0.0,0.0,0.0,0.0,False
14518,0.0,0.0,0.0,0.0,0.0,False
14519,0.0,0.0,0.0,0.0,0.0,False
145198963,0.0,0.0,0.0,0.0,0.0,False
145199162,0.0,0.0,0.0,0.0,0.0,False
145199369,0.0,0.0,0.0,0.0,0.0,False
14520,0.0,0.0,0.0,0.0,0.0,False
14521,8.0,400.0,0.0,408.0,264.4,False
14522,0.0,0.0,0.0,0.0,0.0,False
145221018,0.0,0.0,0.0,0.0,0.0,False
14525,91.0,200.0,0.0,291.0,130.39999999999998,False
14526,617.0,1600.0,7.0,2224.0,1080.6,False
145261409,0.0,0.0,0.0,0.0,0.0,False
145261744,0.0,0.0,0.0,0.0,0.0,False
14527,0.0,0.0,0.0,0.0,0.0,False
145271053,0.0,0.0,0.0,0.0,0.0,False
145271113,0.0,0.0,0.0,0.0,0.0,False
145271114,0.0,0.0,0.0,0.0,0.0,False
145271713,0.0,0.0,0.0,0.0,0.0,False
145278745,0.0,0.0,0.0,0.0,0.0,False
145278967,0.0,0.0,0.0,0.0,0.0,False
145279236,0.0,0.0,0.0,0.0,0.0,False
145279767,0.0,0.0,0.0,0.0,0.0,False
14529,0.0,0.0,0.0,0.0,0.0,False
14530,0.0,0.0,0.0,0.0,0.0,False
14532,215.0,400.0,0.0,615.0,250.46666666666664,False
14533,0.0,0.0,0.0,0.0,0.0,False
14534,0.0,0.0,0.0,0.0,0.0,False
145341506,0.0,0.0,0.0,0.0,0.0,False
145342817,0.0,0.0,0.0,0.0,0.0,False
14536,20.0,100.0,0.0,120.0,35.2,False
14537,0.0,0.0,0.0,0.0,0.0,False
14538,0.0,0.0,0.0,0.0,0.0,False
14539,0.0,0.0,0.0,0.0,0.0,False
14541,8.0,400.0,0.0,408.0,191.59999999999997,False
14542,0.0,0.0,0.0,0.0,0.0,False
14543,0.0,0.0,0.0,0.0,0.0,False
14544,22.0,100.0,0.0,122.0,120.93333333333331,False
14545,16.0,100.0,0.0,116.0,6.0,False
14546,69.0,500.0,0.0,569.0,212.26666666666665,False
14547,0.0,0.0,0.0,0.0,0.0,False
14548,0.0,0.0,0.0,0.0,0.0,False
14549,0.0,0.0,0.0,0.0,0.0,False
14550,0.0,0.0,0.0,0.0,0.0,False
14551,0.0,0.0,0.0,0.0,0.0,False
145511168,0.0,0.0,0.0,0.0,0.0,False
145519370,0.0,0.0,0.0,0.0,0.0,False
14555,0.0,0.0,0.0,0.0,0.0,False
14556,0.0,0.0,0.0,0.0,0.0,False
14557,0.0,100.0,0.0,100.0,3.6666666666666665,False
14558,0.0,0.0,0.0,0.0,0.0,False
14559,0.0,0.0,0.0,0.0,0.0,False
14560,0.0,100.0,0.0,100.0,83.66666666666666,False
145600024,0.0,0.0,0.0,0.0,0.0,False
14561,0.0,100.0,0.0,100.0,87.13333333333333,False
14563,0.0,0.0,0.0,0.0,0.0,False
14564,526.0,800.0,0.0,1326.0,820.0,False
145641130,0.0,0.0,0.0,0.0,0.0,False
145641136,0.0,0.0,0.0,0.0,0.0,False
145648905,0.0,0.0,0.0,0.0,0.0,False
14568,117.0,400.0,0.0,517.0,262.3333333333333,False
14569,120.0,200.0,0.0,320.0,193.0,False
14571,0.0,0.0,0.0,0.0,0.0,False
14572,0.0,0.0,0.0,0.0,0.0,False
14580,567.0,2400.0,95.3333333333331,3062.333333333333,2555.2,False
145801979,0.0,0.0,0.0,0.0,0.0,False
145802130,0.0,0.0,0.0,0.0,0.0,False
145803217,0.0,0.0,0.0,0.0,0.0,False
145808706,0.0,0.0,0.0,0.0,0.0,False
145809103,0.0,0.0,0.0,0.0,0.0,False
14581,0.0,0.0,0.0,0.0,0.0,False
14585,0.0,0.0,0.0,0.0,0.0,False
14586,40.0,600.0,0.0,640.0,624.5333333333333,False
