zip,new_small,new_medium,new_large,expansion_slots,new_u5_slots,supply_total,requirement,u5_req,u5_exist
10607,0,0,0,65,17,410,409.29999999999995,222.66666666666666,206.0
10701,0,0,2,2355,2297,5811,5810.4,3125.333333333333,829.0
10703,0,0,0,657,657,1615,1001.6,821.3333333333333,165.0
10704,1,0,3,562,1212,2482,1474.5333333333333,1250.0,38.0
10705,0,0,0,1230,1025,2980,2979.5,1306.0,281.0
10706,0,0,0,0,0,630,426.4,271.3333333333333,322.0
10707,0,0,0,193,193,550,493.3333333333333,476.66666666666663,284.0
10708,0,0,3,63,663,1396,967.7333333333332,755.3333333333333,93.0
10709,0,0,0,287,287,724,541.5333333333333,323.3333333333333,37.0
10710,0,1,0,708,808,1665,1106.5333333333333,807.3333333333333,0.0
10801,0,0,0,704,704,2728,1860.8666666666668,1226.0,522.0
10803,0,0,0,242,0,902,901.9333333333334,437.3333333333333,559.0
10804,0,0,0,0,0,1215,935.0666666666666,442.66666666666663,650.0
10805,1,0,2,210,660,1348,793.7333333333332,762.6666666666666,103.0
10901,0,0,0,544,544,1517,1322.7333333333331,852.6666666666666,309.0
10910,0,0,0,0,0,0,0.0,0.0,0.0
10911,0,0,0,0,0,0,0.0,0.0,0.0
10913,0,0,0,0,0,363,213.86666666666667,94.0,175.0
10914,0,0,0,0,0,52,30.93333333333333,0.0,45.0
10915,0,0,0,0,0,0,0.0,0.0,0.0
10916,0,0,1,0,103,408,218.73333333333335,102.66666666666666,0.0
10917,0,0,0,154,154,329,149.6,196.66666666666666,43.0
10918,0,1,1,122,422,888,602.6666666666666,511.3333333333333,90.0
10919,0,0,0,16,16,116,33.8,15.333333333333332,0.0
10920,0,0,0,0,0,462,369.06666666666666,259.3333333333333,277.0
10921,0,0,0,27,23,209,208.33333333333331,148.0,125.0
10922,0,0,1,0,118,400,63.33333333333333,117.33333333333333,0.0
10923,0,0,2,64,464,1035,602.0666666666666,562.6666666666666,99.0
10924,0,0,0,207,148,642,641.8,486.66666666666663,339.0
10925,1,0,0,57,107,226,178.2,106.66666666666666,0.0
10926,0,0,1,0,167,400,201.59999999999997,166.66666666666666,0.0
10927,0,0,0,515,425,1134,1133.6,704.6666666666666,280.0
10928,0,1,0,48,148,349,262.59999999999997,148.0,0.0
10930,0,0,1,0,158,492,436.8,215.33333333333331,58.0
10931,0,1,0,0,89,200,90.2,88.66666666666666,0.0
10932,0,0,0,0,0,0,0.0,0.0,0.0
10933,1,0,0,0,28,100,42.39999999999999,28.0,0.0
10940,0,0,0,1489,1489,3055,2889.0,2284.0,795.0
10941,0,0,0,0,0,723,588.8,428.66666666666663,464.0
10950,0,0,23,693,5293,10606,6900.666666666666,5772.0,479.0
10952,0,1,20,531,4631,9312,5402.0,4754.0,123.0
10953,0,0,0,0,0,0,0.0,0.0,0.0
10954,0,0,0,832,832,1784,1207.1333333333332,962.6666666666666,131.0
10956,0,0,0,262,262,1911,1504.7999999999997,1079.3333333333333,818.0
10958,0,1,0,0,62,200,118.46666666666665,61.33333333333333,0.0
10960,0,0,0,130,124,590,589.3333333333333,412.0,288.0
10962,0,0,1,0,120,416,206.06666666666666,120.0,0.0
10963,0,0,0,80,80,204,190.86666666666667,123.33333333333333,44.0
10964,0,0,0,0,0,135,42.73333333333333,14.0,111.0
10965,0,0,0,321,282,936,935.5333333333333,656.0,374.0
10968,0,0,0,0,0,173,83.8,111.33333333333333,173.0
10969,0,1,0,0,68,200,127.6,68.0,0.0
10970,0,0,3,107,707,1476,777.2666666666667,812.0,105.0
10973,0,0,0,0,0,183,127.86666666666667,22.0,143.0
10974,0,1,0,39,139,287,151.79999999999998,138.66666666666666,0.0
10975,1,0,0,0,0,100,38.0,0.0,0.0
10976,1,0,0,0,17,100,59.93333333333334,16.666666666666664,0.0
10977,0,0,16,2215,4555,10902,10901.4,5716.0,1161.0
10979,0,0,0,0,0,0,0.0,0.0,0.0
10980,0,1,0,307,407,856,638.1333333333333,514.0,107.0
10983,0,0,0,111,111,357,204.2,110.66666666666666,0.0
10984,0,1,0,99,199,442,189.13333333333333,198.66666666666666,0.0
10985,1,0,0,0,4,100,3.0,4.0,0.0
10986,1,0,0,0,30,100,78.0,29.333333333333332,0.0
10987,0,1,0,4,104,244,137.2,103.33333333333333,0.0
10988,1,0,0,0,44,100,47.46666666666667,44.0,0.0
10989,0,0,0,76,76,337,294.79999999999995,189.33333333333331,114.0
10990,0,0,1,32,196,838,837.3333333333333,476.0,280.0
10992,0,0,0,193,163,553,552.1333333333333,389.3333333333333,227.0
10993,0,0,0,0,0,401,162.8,48.666666666666664,303.0
10994,0,0,0,37,37,862,391.5,186.0,149.0
10996,0,0,2,0,356,800,463.66666666666663,355.3333333333333,0.0
10998,0,1,0,29,129,272,213.86666666666667,172.0,43.0
11001,0,0,1,360,560,1297,1285.8666666666666,747.3333333333333,188.0
11003,0,0,0,1573,1573,3988,2083.6666666666665,1781.3333333333333,209.0
11004,0,0,1,396,596,1223,660.0,596.0,0.0
11005,0,0,0,0,0,0,0.0,0.0,0.0
11010,0,1,3,272,972,1954,1292.1333333333332,972.0,0.0
11020,0,0,0,115,60,257,256.06666666666666,121.33333333333333,62.0
11021,1,0,1,188,423,890,889.7333333333332,624.6666666666666,202.0
11023,0,0,1,85,285,840,808.8666666666666,502.0,217.0
11024,0,0,0,268,268,820,731.7333333333332,570.0,302.0
11030,0,0,0,267,200,956,955.8666666666666,478.66666666666663,279.0
11040,0,0,0,613,572,1833,1832.7333333333331,1298.0,726.0
11042,0,0,0,0,0,282,0.0,0.0,282.0
11050,0,0,0,330,330,2258,1931.7333333333331,1285.3333333333333,956.0
11096,0,0,1,261,428,1010,1009.3,594.6666666666666,167.0
11101,0,0,0,1402,1402,3018,2057.2,1407.3333333333333,6.0
11102,0,0,0,916,916,2306,1384.0,915.3333333333333,0.0
11103,0,1,2,502,1002,2026,1030.0666666666666,1001.3333333333333,0.0
11104,0,0,0,1180,1180,2409,1194.3999999999999,1179.3333333333333,0.0
11105,0,0,3,780,1380,2810,1562.7999999999997,1402.0,22.0
11106,0,0,0,1299,1299,2834,1466.6666666666665,1298.6666666666665,0.0
11109,0,1,2,86,586,1175,470.19999999999993,585.3333333333333,0.0
11201,0,0,7,1900,3300,6657,3320.333333333333,3300.0,0.0
11203,0,0,0,2692,2692,6097,5174.7,2691.333333333333,0.0
11204,0,1,8,3106,4806,9698,9011.2,4806.0,0.0
11205,0,1,11,868,3168,6386,3845.2,3167.333333333333,0.0
11206,0,0,8,3202,4802,9635,8969.0,4801.333333333333,0.0
11207,0,0,0,4251,4251,10467,8164.8,4250.666666666666,0.0
11208,0,0,4,4718,5518,11372,10240.5,5517.333333333333,0.0
11209,0,0,7,1391,2791,5614,3345.2666666666664,2790.6666666666665,0.0
11210,0,0,2,1917,2317,4731,3465.7999999999997,2316.6666666666665,0.0
11211,0,1,4,2408,3308,6661,3515.5333333333333,3307.333333333333,0.0
11212,0,0,0,3926,3926,9356,7323.5,3926.0,0.0
11213,0,1,5,2109,3209,6500,5914.6,3223.333333333333,15.0
11214,0,0,5,2487,3487,6985,6977.8,3486.6666666666665,0.0
11215,0,0,4,3008,3808,7733,4208.533333333333,3808.0,0.0
11216,0,0,2,1672,2072,4250,2472.2666666666664,2071.333333333333,0.0
11217,0,0,7,1063,2463,5046,2088.9333333333334,2462.6666666666665,0.0
11218,0,1,1,2988,3288,6675,4596.2,3287.333333333333,0.0
11219,0,0,28,2484,8084,16279,13809.8,8083.333333333333,0.0
11220,0,0,11,2052,3855,8703,8702.2,3854.6666666666665,0.0
11221,0,0,1,2878,3078,6249,5778.7,3077.333333333333,0.0
11222,0,0,5,629,1629,3301,1455.2666666666667,1628.6666666666665,0.0
11223,0,0,15,1428,4428,8876,8003.9,4428.0,0.0
11224,0,0,3,916,1516,3281,3256.6,1516.0,0.0
11225,0,0,1,1836,2036,4229,3561.1,2035.3333333333333,0.0
11226,0,0,4,2911,3711,7610,6777.8,3710.6666666666665,0.0
11228,0,0,2,1120,1520,3132,1998.0,1519.3333333333333,0.0
11229,0,0,7,1786,3186,6426,4357.666666666666,3185.333333333333,0.0
11230,0,1,22,779,5279,10603,6032.466666666667,5278.666666666666,0.0
11231,0,1,3,1412,2112,4274,2358.6666666666665,2111.333333333333,0.0
11232,0,0,0,1028,1028,2727,2125.9,1028.0,0.0
11233,1,0,2,3352,3802,7667,6608.2,3802.0,0.0
11234,0,0,2,2710,3110,6380,4411.866666666667,3110.0,0.0
11235,0,0,6,1676,2876,5829,3423.7333333333336,2875.333333333333,0.0
11236,0,0,0,3808,3808,8408,7787.5,3808.0,0.0
11237,0,0,0,1343,1343,2812,2535.2,1342.6666666666665,0.0
11238,0,0,5,1968,2968,5978,2651.5333333333333,2968.0,0.0
11239,0,0,0,325,325,1127,983.9,324.66666666666663,0.0
11249,0,1,14,283,3183,6398,3306.6666666666665,3182.6666666666665,0.0
11354,0,0,2,1256,1656,3309,2724.2,1656.0,0.0
11355,0,0,0,2543,2543,5996,4699.5,2542.6666666666665,0.0
11356,0,0,3,766,1366,2848,2236.4,1366.0,0.0
11357,0,0,2,1062,1462,2949,2075.133333333333,1462.0,0.0
11358,0,1,3,649,1349,2728,2537.1,1348.6666666666665,0.0
11359,0,0,0,0,0,0,0.0,0.0,0.0
11360,0,1,0,473,573,1158,645.4666666666667,572.6666666666666,0.0
11361,0,0,0,1149,1149,2650,1354.3333333333333,1148.6666666666665,0.0
11362,0,1,0,318,418,867,620.3333333333333,417.3333333333333,0.0
11363,0,0,0,208,208,434,389.66666666666663,222.66666666666666,15.0
11364,0,0,0,1268,1268,2598,1878.3333333333333,1267.3333333333333,0.0
11365,1,0,3,1286,1936,3892,3581.3,1936.0,0.0
11366,0,0,0,555,555,1142,626.1333333333333,554.6666666666666,0.0
11367,0,0,2,2143,2543,5148,4088.1,2542.6666666666665,0.0
11368,0,0,12,2863,5263,10720,10023.6,5262.666666666666,0.0
11369,0,0,0,952,952,2396,2100.8,952.0,0.0
11370,1,0,3,203,853,1735,1636.5,852.6666666666666,0.0
11371,0,0,0,0,0,0,0.0,0.0,0.0
11372,0,0,4,1722,2522,5089,4841.9,2537.333333333333,16.0
11373,0,0,3,3060,3660,7618,7606.4,3659.333333333333,0.0
11374,0,0,0,1819,1819,3670,2217.6,1818.6666666666665,0.0
11375,0,0,8,1301,2901,5878,3508.2666666666664,2900.6666666666665,0.0
11377,0,1,2,2971,3471,7017,6156.0,3470.6666666666665,0.0
11378,0,0,5,578,1578,3210,1931.1333333333332,1578.0,0.0
11379,0,0,0,1125,1125,2743,1747.5333333333333,1124.6666666666665,0.0
11385,0,1,5,2918,4018,8108,7604.9,4018.0,0.0
11411,0,0,0,615,615,1360,801.3999999999999,614.6666666666666,0.0
11412,0,0,0,1407,1407,3081,2680.3,1406.6666666666665,0.0
11413,0,0,0,1416,1416,3725,3080.9,1415.3333333333333,0.0
11414,0,0,3,843,1443,2871,1716.2666666666667,1442.6666666666665,0.0
11415,0,0,4,0,784,1663,927.8666666666666,784.0,0.0
11416,0,0,3,556,1156,2333,2283.8,1156.0,0.0
11417,0,0,3,749,1349,2787,2754.5,1348.6666666666665,0.0
11418,0,0,0,1578,1578,3188,2990.2,1577.3333333333333,0.0
11419,0,0,2,924,1305,2814,2813.6,1304.6666666666665,0.0
11420,0,0,0,1658,1658,3553,3126.6,1658.0,0.0
11421,0,0,2,1200,1600,3294,2956.5,1599.3333333333333,0.0
11422,0,0,0,901,868,2074,2073.1,867.3333333333333,0.0
11423,1,0,2,466,840,1855,1854.8,840.0,0.0
11424,0,0,0,0,0,0,0.0,0.0,0.0
11426,0,0,1,630,830,1741,870.0666666666666,829.3333333333333,0.0
11427,1,0,5,177,1227,2468,1213.3333333333333,1226.6666666666665,0.0
11428,0,0,1,450,650,1395,1102.7,650.0,0.0
11429,1,0,2,333,732,1590,1589.2,731.3333333333333,0.0
11430,1,0,0,0,0,100,15.0,0.0,0.0
11432,0,0,8,1186,2786,5618,4879.8,2785.333333333333,0.0
11433,0,0,0,1892,1892,3997,3403.7,1891.3333333333333,0.0
11434,0,0,0,2813,2813,6038,5549.7,2812.6666666666665,0.0
11435,0,0,8,1625,3225,6584,5124.6,3224.6666666666665,0.0
11436,0,0,3,34,608,1490,1489.7,608.0,0.0
11439,0,0,0,0,0,0,0.0,0.0,0.0
11451,0,0,0,0,0,0,0.0,0.0,0.0
11501,0,0,0,54,0,987,986.8666666666666,690.6666666666666,691.0
11507,0,0,0,170,170,383,287.2,170.0,0.0
11509,0,1,0,0,27,200,102.6,26.666666666666664,0.0
11510,0,0,0,731,731,2278,1540.0,1080.0,349.0
11514,0,0,0,69,69,345,333.06666666666666,190.66666666666666,122.0
11516,0,0,1,0,147,556,537.8666666666666,286.66666666666663,140.0
11518,0,0,0,83,83,555,488.73333333333335,370.66666666666663,288.0
11520,0,0,0,966,966,3775,3302.8,1597.3333333333333,632.0
11530,0,0,1,490,648,1561,1560.6,898.6666666666666,251.0
11542,0,0,0,247,247,1700,1273.6,935.3333333333333,689.0
11545,0,0,0,37,37,746,529.4666666666667,248.0,211.0
11547,1,0,0,0,0,100,20.133333333333333,0.0,0.0
11548,0,0,0,0,0,263,36.8,13.333333333333332,223.0
11549,1,0,0,0,2,100,0.6666666666666666,1.3333333333333333,0.0
11550,0,0,0,2428,2234,5190,5189.8,2676.6666666666665,443.0
11552,0,0,0,725,725,1543,1511.3999999999999,1014.6666666666666,290.0
11553,0,0,0,1270,1270,2752,2349.8,1424.6666666666665,155.0
11554,0,0,1,856,1056,2218,1842.7333333333331,1461.3333333333333,406.0
11556,0,0,0,0,0,116,0.0,0.0,116.0
11557,0,0,0,112,112,502,447.73333333333335,298.66666666666663,187.0
11558,0,0,0,274,274,546,360.3333333333333,330.66666666666663,57.0
11559,0,0,0,0,0,745,557.8666666666666,398.0,729.0
11560,0,1,0,85,185,402,358.9333333333333,242.0,57.0
11561,0,0,1,528,728,1582,1305.5333333333333,1100.6666666666665,373.0
11563,0,0,0,168,168,1416,990.1333333333333,848.6666666666666,681.0
11565,0,0,0,256,256,579,439.66666666666663,429.3333333333333,174.0
11566,0,0,0,467,467,2335,1904.6666666666665,1464.0,997.0
11568,0,0,0,0,0,291,124.66666666666666,38.666666666666664,270.0
11569,1,0,0,0,0,100,15.199999999999998,0.0,0.0
11570,0,0,1,401,498,1454,1453.6,1013.3333333333333,516.0
11572,0,0,0,252,98,1399,1398.3999999999999,893.3333333333333,796.0
11575,0,0,0,843,843,2229,1907.2,1146.6666666666665,304.0
11576,0,0,0,0,0,562,551.8,308.66666666666663,518.0
11577,0,0,0,252,85,685,684.1333333333333,291.3333333333333,207.0
11579,0,1,0,91,191,431,353.73333333333335,210.66666666666666,20.0
11580,0,0,0,652,616,1513,1512.3999999999999,884.6666666666666,269.0
11581,0,0,1,482,682,1444,1295.4666666666665,838.0,156.0
11590,0,0,0,1551,1551,3288,2530.3999999999996,2026.6666666666665,476.0
11596,1,0,0,238,229,591,591.0,378.66666666666663,150.0
11598,0,0,2,33,433,1225,1196.0666666666666,732.0,299.0
11691,0,0,6,2832,4032,8112,7635.5,4032.0,0.0
11692,0,0,2,875,1139,2577,2576.4,1138.6666666666665,0.0
11693,0,0,1,254,454,982,621.3999999999999,454.0,0.0
11694,0,0,1,711,911,1863,1210.1333333333332,910.6666666666666,0.0
11697,0,0,1,0,154,400,279.8,153.33333333333331,0.0
11701,0,0,0,557,557,1232,1207.6,848.0,291.0
11702,0,0,0,349,349,722,587.2666666666667,527.3333333333333,179.0
11703,0,0,0,554,554,1655,903.4666666666667,554.0,0.0
11704,0,1,0,928,1028,2100,1646.0,1210.6666666666665,183.0
11705,0,0,0,154,154,372,369.8666666666666,268.0,114.0
11706,0,0,0,1820,1820,4228,3785.866666666667,2704.6666666666665,885.0
11709,0,1,0,23,123,275,242.86666666666667,122.66666666666666,0.0
11710,0,0,0,884,564,1901,1900.3999999999999,1142.6666666666665,579.0
11713,0,1,0,152,252,565,559.5,296.66666666666663,45.0
11714,0,0,0,462,462,1260,1109.6666666666665,799.3333333333333,338.0
11715,0,1,0,25,82,265,264.7,81.33333333333333,0.0
11716,0,0,0,119,119,839,492.59999999999997,423.3333333333333,305.0
11717,0,0,2,2049,2064,5215,5214.6,2644.6666666666665,581.0
11718,0,1,0,0,91,200,194.59999999999997,90.66666666666666,0.0
11719,0,0,0,56,26,178,177.66666666666666,126.66666666666666,101.0
11720,0,1,2,447,947,1930,1344.3999999999999,1062.6666666666665,116.0
11721,0,0,0,59,57,247,246.53333333333333,220.66666666666666,164.0
11722,0,0,4,779,1579,3241,3018.5,1622.0,43.0
11724,0,0,0,84,84,212,208.59999999999997,160.66666666666666,77.0
11725,0,0,0,0,0,1937,1358.2666666666667,974.6666666666666,1272.0
11726,0,0,3,421,1021,2123,1883.0,1077.3333333333333,57.0
11727,0,0,1,608,808,1622,1429.7999999999997,1181.3333333333333,374.0
11729,0,0,1,463,663,1384,1113.6,817.3333333333333,155.0
11730,0,1,1,63,363,758,612.8,458.0,95.0
11731,0,1,1,545,845,1722,1592.1333333333332,1272.0,427.0
11732,0,1,0,0,72,200,158.33333333333331,72.0,0.0
11733,0,0,0,135,0,831,830.5333333333333,508.66666666666663,656.0
11735,0,0,0,413,413,1408,1336.7333333333331,1017.3333333333333,605.0
11738,0,0,1,490,690,1367,1094.8,977.3333333333333,288.0
11739,0,0,0,0,0,116,33.599999999999994,14.666666666666666,116.0
11740,0,0,0,280,156,552,551.4,318.66666666666663,163.0
11741,0,1,1,551,851,1751,1423.6,1070.0,219.0
11742,0,0,0,329,329,810,688.5333333333333,552.0,223.0
11743,0,0,0,46,0,1804,1804.0,1001.3333333333333,1208.0
11746,0,0,0,1280,853,3348,3347.933333333333,2260.0,1407.0
11747,0,0,0,54,0,870,869.0666666666666,620.6666666666666,718.0
11749,0,0,0,13,13,259,170.13333333333333,119.33333333333333,107.0
11751,1,0,1,108,358,730,547.9333333333333,451.3333333333333,94.0
11752,0,0,0,0,0,458,429.8,243.33333333333331,381.0
11753,0,0,1,113,313,802,749.8666666666666,396.0,83.0
11754,0,0,0,360,360,900,892.3333333333333,682.0,322.0
11755,1,0,0,258,308,651,616.3333333333333,308.0,0.0
11756,0,0,0,611,611,1914,1777.2,1570.0,959.0
11757,0,0,0,1061,1061,2243,2032.1333333333332,1583.3333333333333,523.0
11758,0,0,0,1046,1046,2652,2395.2666666666664,1978.0,932.0
11762,0,1,2,386,886,1820,1082.4666666666667,885.3333333333333,0.0
11763,0,0,0,570,236,1509,1508.7333333333331,877.3333333333333,642.0
11764,0,0,0,203,0,571,570.8666666666666,286.0,321.0
11765,0,0,0,26,26,98,39.39999999999999,26.0,0.0
11766,0,0,0,256,78,573,572.6666666666666,318.66666666666663,241.0
11767,0,0,1,103,303,711,704.5333333333333,428.0,125.0
11768,0,0,0,73,53,851,850.5333333333333,552.6666666666666,500.0
11769,0,0,0,148,89,305,304.46666666666664,224.66666666666666,136.0
11770,1,0,0,0,0,100,4.199999999999999,0.0,0.0
11771,0,0,2,122,522,1142,534.7333333333333,587.3333333333333,66.0
11772,0,0,1,771,971,2125,2073.333333333333,1648.6666666666665,678.0
11776,0,0,3,92,692,1470,1212.8666666666666,765.3333333333333,74.0
11777,0,0,0,155,48,403,402.19999999999993,244.66666666666666,197.0
11778,0,0,1,275,475,980,719.8666666666666,591.3333333333333,117.0
11779,0,0,0,131,131,1907,1852.3333333333333,1387.3333333333333,1257.0
11780,0,0,1,127,327,699,651.4666666666667,366.0,39.0
11782,1,0,0,381,431,880,823.8,530.6666666666666,100.0
11783,0,0,0,368,261,969,968.6666666666666,607.3333333333333,347.0
11784,0,0,3,419,1019,2080,1333.5333333333333,1118.0,99.0
11786,0,0,0,177,61,350,349.8,152.0,91.0
11787,0,0,0,345,345,1593,1425.6666666666665,940.0,595.0
11788,0,0,0,127,127,825,774.0666666666666,699.3333333333333,573.0
11789,0,0,1,0,130,400,362.26666666666665,129.33333333333331,0.0
11790,0,0,0,299,175,595,594.1999999999999,454.66666666666663,280.0
11791,0,0,0,80,0,1568,1567.3999999999999,708.6666666666666,1066.0
11792,0,0,0,131,131,398,392.26666666666665,274.0,143.0
11793,0,0,0,758,494,1584,1583.0666666666666,1045.3333333333333,552.0
11794,0,0,0,0,0,160,0.0,0.0,160.0
11795,0,0,0,471,384,1177,1176.6666666666665,939.3333333333333,556.0
11796,0,1,0,43,143,298,177.9333333333333,142.66666666666666,0.0
11797,0,0,0,0,0,825,486.19999999999993,380.0,770.0
11798,0,0,1,482,641,1676,1675.5,744.0,103.0
11801,0,0,0,337,323,1692,1691.3333333333333,1053.3333333333333,731.0
11803,0,0,0,0,0,1892,1605.3999999999999,937.3333333333333,1425.0
11804,0,0,1,0,196,400,283.2,196.0,0.0
11901,0,0,1,825,1025,2141,2095.9,1506.6666666666665,482.0
11930,1,0,0,0,12,100,18.0,12.0,0.0
11931,0,0,0,0,0,72,0.0,0.0,72.0
11932,1,0,0,0,0,116,56.33333333333333,0.0,16.0
11933,0,1,0,82,182,407,258.79999999999995,182.0,0.0
11934,0,0,0,220,220,498,477.3333333333333,354.66666666666663,135.0
11935,0,0,0,68,0,146,145.7,28.666666666666664,38.0
11937,0,0,1,563,763,1586,1033.0666666666666,885.3333333333333,123.0
11939,1,0,0,0,25,100,28.666666666666664,24.666666666666664,0.0
11940,0,0,0,179,179,330,282.73333333333335,178.66666666666666,0.0
11941,0,1,0,0,80,216,119.06666666666666,79.33333333333333,0.0
11942,0,0,1,0,129,400,183.13333333333333,128.66666666666666,0.0
11944,0,1,0,0,56,200,129.53333333333333,56.0,0.0
11946,0,1,2,83,583,1196,730.3999999999999,626.6666666666666,44.0
11947,0,0,0,0,0,0,0.0,0.0,0.0
11948,0,0,0,0,0,70,30.6,9.333333333333332,70.0
11949,0,0,1,63,263,592,522.6666666666666,383.3333333333333,121.0
11950,0,0,3,104,704,1530,1447.2,750.0,46.0
11951,0,0,3,109,709,1496,1492.7,816.0,107.0
11952,0,1,0,0,98,200,160.39999999999998,98.0,0.0
11953,0,0,0,0,0,759,633.3333333333333,460.66666666666663,564.0
11954,0,1,0,40,111,299,298.1,170.0,59.0
11955,0,0,0,68,68,178,119.46666666666665,178.0,110.0
11956,1,0,0,0,9,100,5.7333333333333325,8.666666666666666,0.0
11957,0,0,0,0,0,0,0.0,0.0,0.0
11958,1,0,0,0,26,100,46.06666666666666,25.333333333333332,0.0
11959,0,0,0,7,2,33,32.46666666666667,28.0,26.0
11960,0,0,0,14,14,96,29.266666666666666,13.333333333333332,0.0
11961,0,0,1,78,278,576,511.0666666666666,277.3333333333333,0.0
11962,0,0,0,0,0,16,9.0,0.0,0.0
11963,0,0,1,18,218,526,406.4666666666667,217.33333333333331,0.0
11964,0,1,1,0,253,600,204.2,252.66666666666666,0.0
11965,0,0,0,0,0,0,0.0,0.0,0.0
11967,1,0,1,474,724,1489,1369.4666666666665,839.3333333333333,116.0
11968,0,0,1,0,135,623,566.5333333333333,357.3333333333333,223.0
11970,0,0,0,0,0,0,0.0,0.0,0.0
11971,1,0,0,117,112,389,388.5333333333333,243.33333333333331,132.0
11972,1,0,0,0,0,100,21.666666666666664,0.0,0.0
11973,0,0,0,0,0,89,0.0,0.0,89.0
11975,0,0,0,0,0,89,7.7333333333333325,8.666666666666666,89.0
11976,0,1,0,0,68,200,69.8,68.0,0.0
11977,0,0,0,39,0,160,159.86666666666667,120.0,121.0
11978,0,0,0,0,0,247,149.39999999999998,67.33333333333333,175.0
11980,0,0,0,0,0,597,185.53333333333333,226.0,522.0
12007,1,0,0,0,0,100,27.333333333333332,0.0,0.0
12008,1,0,0,0,29,100,40.4,28.666666666666664,0.0
12009,0,0,1,80,280,568,409.9333333333333,280.0,0.0
12010,0,0,1,738,401,2155,2154.2,1011.3333333333333,611.0
12015,0,1,0,0,84,200,157.79999999999998,84.0,0.0
12017,1,0,0,0,0,100,6.466666666666666,0.0,0.0
12018,0,1,1,18,318,686,369.06666666666666,318.0,0.0
12019,0,0,1,202,402,846,699.1333333333333,401.3333333333333,0.0
12020,0,0,0,322,26,1558,1557.8666666666668,724.6666666666666,699.0
12022,1,0,0,0,32,120,64.53333333333333,32.0,0.0
12023,0,1,0,0,96,200,132.79999999999998,96.0,0.0
12024,1,0,0,0,0,100,0.6666666666666666,0.0,0.0
12025,0,0,1,0,184,400,190.4,184.0,0.0
12027,0,0,1,0,165,408,222.06666666666666,164.66666666666666,0.0
12028,1,0,0,0,38,116,73.66666666666666,37.33333333333333,0.0
12029,1,0,0,0,7,100,18.066666666666666,6.666666666666666,0.0
12031,1,0,0,0,17,100,9.333333333333332,16.666666666666664,0.0
12032,1,0,0,0,15,100,26.0,14.666666666666666,0.0
12033,0,0,0,34,34,361,301.1333333333333,210.66666666666666,177.0
12035,1,0,0,0,0,100,24.0,0.0,0.0
12036,1,0,0,0,22,100,25.2,21.333333333333332,0.0
12037,0,1,0,52,152,320,174.66666666666666,152.0,0.0
12040,0,0,0,0,0,0,0.0,0.0,0.0
12041,1,0,0,0,0,100,2.6999999999999997,0.0,0.0
12042,1,0,0,0,0,100,9.299999999999999,0.0,0.0
12043,0,0,0,0,0,317,274.26666666666665,170.0,206.0
12045,0,0,0,22,22,42,29.333333333333332,22.0,0.0
12046,1,0,0,0,19,100,40.5,18.666666666666664,0.0
12047,1,0,1,352,602,1292,1285.4666666666667,782.6666666666666,181.0
12051,0,0,1,0,153,452,190.4,174.66666666666666,22.0
12052,0,1,0,0,86,200,79.39999999999999,85.33333333333333,0.0
12053,0,0,0,48,28,172,171.79999999999998,83.33333333333333,56.0
12054,0,0,0,350,350,929,769.2666666666667,477.3333333333333,128.0
12056,0,0,0,11,0,75,74.53333333333333,41.33333333333333,64.0
12057,0,1,0,0,89,216,81.53333333333333,88.66666666666666,0.0
12058,1,0,0,0,0,100,41.1,0.0,0.0
12059,1,0,0,0,14,100,48.06666666666666,13.333333333333332,0.0
12060,1,0,0,0,14,100,44.73333333333333,13.333333333333332,0.0
12061,1,0,1,219,469,970,567.4,519.3333333333333,51.0
12062,1,0,0,0,38,100,45.73333333333333,37.33333333333333,0.0
12063,1,0,0,0,18,100,15.866666666666664,17.333333333333332,0.0
12064,1,0,0,0,10,100,9.6,10.0,0.0
12065,0,0,0,354,354,2582,2292.6,1623.3333333333333,1270.0
12066,0,0,1,0,101,400,98.2,100.66666666666666,0.0
12067,1,0,0,0,35,116,74.33333333333333,34.666666666666664,0.0
12068,0,0,0,42,42,234,128.86666666666667,42.0,0.0
12069,1,0,0,0,17,100,16.666666666666664,16.666666666666664,0.0
12070,1,0,0,0,29,100,64.86666666666666,28.666666666666664,0.0
12071,1,0,0,0,10,100,15.9,9.333333333333332,0.0
12072,0,0,1,0,150,400,195.26666666666665,149.33333333333331,0.0
12074,0,1,0,32,132,269,139.06666666666666,131.33333333333331,0.0
12075,1,0,0,0,48,100,76.66666666666666,48.0,0.0
12076,1,0,0,0,22,100,44.6,22.0,0.0
12077,0,1,1,66,366,749,353.8666666666666,366.0,0.0
12078,0,0,2,283,564,1739,1738.3,800.0,236.0
12082,0,0,0,0,0,0,0.0,0.0,0.0
12083,0,0,0,100,76,223,222.4,111.33333333333333,36.0
12084,0,1,0,92,192,432,277.3333333333333,191.33333333333331,0.0
12085,0,0,0,0,0,74,6.6,0.0,54.0
12086,0,0,0,0,0,137,41.0,39.33333333333333,65.0
12087,1,0,0,0,34,100,44.06666666666666,34.0,0.0
12090,0,0,1,27,227,503,374.9333333333333,302.66666666666663,76.0
12092,1,0,0,0,30,100,56.53333333333333,29.333333333333332,0.0
12093,1,0,0,0,36,116,54.4,35.33333333333333,0.0
12094,0,1,0,0,54,200,131.86666666666667,53.33333333333333,0.0
