zip,new_small,new_medium,new_large,expansion_slots,new_u5_slots,supply_total,requirement,u5_req,u5_exist
12095,0,0,0,381,250,863,863.0,417.3333333333333,168.0
12106,1,0,0,0,39,100,70.6,38.666666666666664,0.0
12108,1,0,0,0,7,100,6.666666666666666,6.666666666666666,0.0
12110,0,0,0,101,79,786,785.1999999999999,539.3333333333333,461.0
12115,0,0,0,0,0,0,0.0,0.0,0.0
12116,1,0,0,0,36,108,65.26666666666667,36.0,0.0
12117,0,1,0,0,71,215,96.93333333333334,85.33333333333333,15.0
12118,0,0,1,341,541,1117,758.0,662.6666666666666,122.0
12120,1,0,0,0,24,108,25.866666666666664,24.0,0.0
12121,0,1,0,0,81,200,107.26666666666667,80.66666666666666,0.0
12122,0,0,0,52,52,216,110.2,91.33333333333333,40.0
12123,0,0,0,161,161,321,243.26666666666665,230.66666666666666,70.0
12124,1,0,0,0,28,108,14.0,28.0,0.0
12125,1,0,0,0,32,100,54.8,32.0,0.0
12130,1,0,0,0,6,100,53.0,5.333333333333333,0.0
12131,1,0,0,0,12,100,11.333333333333332,11.333333333333332,0.0
12132,1,0,0,0,9,100,6.533333333333333,8.666666666666666,0.0
12134,1,0,0,69,119,249,167.46666666666664,118.66666666666666,0.0
12136,0,0,0,6,6,22,9.666666666666666,6.0,0.0
12137,1,0,0,5,55,113,104.46666666666665,54.666666666666664,0.0
12138,0,1,0,0,78,200,113.46666666666665,77.33333333333333,0.0
12139,1,0,0,0,9,100,10.0,8.666666666666666,0.0
12140,1,0,0,15,65,167,75.9,64.66666666666666,0.0
12143,0,0,0,79,60,195,194.9333333333333,144.0,84.0
12144,0,0,0,522,522,1040,984.7333333333332,815.3333333333333,294.0
12147,1,0,0,0,0,100,15.7,0.0,0.0
12148,1,0,0,58,108,226,162.39999999999998,107.33333333333333,0.0
12149,1,0,0,21,69,161,161.0,68.66666666666666,0.0
12150,1,0,0,0,45,100,33.5,44.666666666666664,0.0
12151,1,0,0,0,36,108,60.8,35.33333333333333,0.0
12153,1,0,0,0,4,100,64.6,3.333333333333333,0.0
12154,0,0,0,66,66,134,96.06666666666666,65.33333333333333,0.0
12155,0,0,0,33,0,101,100.1,12.666666666666666,44.0
12156,1,0,0,0,28,100,48.39999999999999,27.333333333333332,0.0
12157,0,0,0,44,44,291,237.06666666666666,174.66666666666666,131.0
12158,0,1,0,52,152,320,284.06666666666666,152.0,0.0
12159,1,0,0,83,93,301,300.06666666666666,210.66666666666666,118.0
12160,1,0,0,0,42,108,36.06666666666666,42.0,0.0
12161,1,0,0,0,6,100,3.0,6.0,0.0
12164,1,0,0,0,5,100,9.799999999999999,4.666666666666666,0.0
12165,1,0,0,0,10,100,11.0,9.333333333333332,0.0
12166,0,1,0,0,80,200,97.6,79.33333333333333,0.0
12167,1,0,0,14,64,130,115.0,63.33333333333333,0.0
12168,1,0,0,0,50,100,71.13333333333333,50.0,0.0
12169,1,0,0,0,7,100,30.8,6.666666666666666,0.0
12170,0,0,0,161,161,320,238.0,222.66666666666666,62.0
12172,0,0,0,0,0,131,21.666666666666664,26.666666666666664,91.0
12173,0,1,0,0,60,200,126.26666666666665,60.0,0.0
12174,1,0,0,0,10,100,16.199999999999996,9.333333333333332,0.0
12175,1,0,0,0,18,100,45.73333333333333,18.0,0.0
12176,1,0,0,0,14,100,12.0,13.333333333333332,0.0
12177,1,0,0,0,29,100,17.333333333333332,28.666666666666664,0.0
12180,0,0,0,654,654,2267,1956.3999999999999,1490.6666666666665,837.0
12182,0,0,0,604,196,1214,1214.0,423.3333333333333,228.0
12183,0,0,1,0,164,416,199.8,164.0,0.0
12184,0,0,0,171,171,360,342.1333333333333,231.33333333333331,61.0
12185,0,1,0,0,58,200,69.8,57.33333333333333,0.0
12186,0,0,0,160,160,306,230.53333333333333,160.0,0.0
12187,0,0,0,14,14,30,17.0,14.0,0.0
12188,0,0,1,40,240,586,486.19999999999993,310.0,70.0
12189,0,1,1,304,604,1227,903.1999999999999,642.6666666666666,39.0
12190,1,0,0,0,28,116,28.53333333333333,27.333333333333332,0.0
12192,1,0,0,0,0,100,23.399999999999995,0.0,0.0
12193,1,0,0,0,50,100,92.3,49.33333333333333,0.0
12194,1,0,0,0,2,100,8.933333333333334,1.3333333333333333,0.0
12195,0,0,0,0,0,0,0.0,0.0,0.0
12196,1,0,0,88,81,279,278.8666666666667,108.0,27.0
12197,1,0,0,0,50,124,59.46666666666667,50.0,0.0
12198,0,1,0,0,95,287,279.8666666666666,157.33333333333331,63.0
12202,0,1,1,232,532,1115,688.8,532.0,0.0
12203,0,0,0,280,280,1218,879.1333333333333,678.0,398.0
12204,0,0,3,0,554,1230,549.8,553.3333333333333,0.0
12205,0,0,0,521,521,1537,1201.6,870.6666666666666,350.0
12206,0,0,0,106,0,1109,1108.1,297.3333333333333,398.0
12207,1,0,0,81,131,296,151.2,130.66666666666666,0.0
12208,0,0,0,446,446,932,698.8666666666666,620.0,174.0
12209,0,0,0,400,353,968,967.8,558.0,205.0
12210,0,0,0,0,0,478,411.5,188.0,246.0
12211,0,0,2,63,463,1084,579.5999999999999,532.0,69.0
12222,0,0,0,0,0,0,0.0,0.0,0.0
12226,0,0,0,0,0,0,0.0,0.0,0.0
12302,0,0,1,423,623,1485,1437.3999999999999,990.6666666666666,368.0
12303,0,0,1,465,665,1535,1466.0,841.3333333333333,177.0
12304,0,0,1,564,466,1678,1677.7,873.3333333333333,408.0
12305,0,0,0,0,0,236,202.3,163.33333333333331,193.0
12306,0,1,1,550,850,1735,1382.7999999999997,1206.0,356.0
12307,0,0,1,169,369,853,763.4,368.66666666666663,0.0
12308,0,0,1,215,394,886,885.9,530.6666666666666,137.0
12309,0,0,2,904,1304,2612,1944.8666666666668,1588.6666666666665,285.0
12401,1,0,0,860,910,1858,1803.7999999999997,1432.0,522.0
12404,0,1,0,32,132,312,175.73333333333335,132.0,0.0
12405,1,0,0,0,12,108,11.2,11.333333333333332,0.0
12406,0,0,0,0,0,34,3.1999999999999997,0.6666666666666666,34.0
12407,1,0,0,0,3,100,6.8,2.6666666666666665,0.0
12409,1,0,0,0,38,100,36.93333333333333,37.33333333333333,0.0
12410,0,0,0,0,0,0,0.0,0.0,0.0
12411,1,0,0,0,17,100,22.9,16.666666666666664,0.0
12412,1,0,0,0,0,100,10.066666666666666,0.0,0.0
12413,1,0,0,1,0,187,186.8,50.0,58.0
12414,0,0,1,174,374,790,333.5333333333333,374.0,0.0
12416,0,0,0,0,0,0,0.0,0.0,0.0
12417,1,0,0,0,0,100,6.799999999999999,0.0,0.0
12418,1,0,0,0,20,100,17.5,19.333333333333332,0.0
12419,1,0,0,6,56,114,50.46666666666667,55.33333333333333,0.0
12420,0,1,0,0,66,200,33.0,66.0,0.0
12421,1,0,0,0,0,100,6.5,0.0,0.0
12422,1,0,0,0,0,100,2.1999999999999997,0.0,0.0
12423,1,0,0,0,6,100,59.7,6.0,0.0
12424,1,0,0,0,0,100,4.3999999999999995,0.0,0.0
12427,0,0,1,0,131,400,147.4,130.66666666666666,0.0
12428,1,0,0,142,43,397,396.5,102.0,59.0
12429,0,0,0,0,0,0,0.0,0.0,0.0
12430,1,0,0,0,26,100,62.33333333333333,26.0,0.0
12431,0,1,0,0,72,208,87.46666666666665,71.33333333333333,0.0
12432,0,0,0,0,0,102,13.0,0.0,0.0
12433,1,0,0,0,40,100,46.53333333333333,39.33333333333333,0.0
12434,1,0,0,7,57,115,95.9,56.666666666666664,0.0
12435,1,0,0,0,5,100,18.7,4.666666666666666,0.0
12436,1,0,0,0,0,100,1.7999999999999998,0.0,0.0
12438,1,0,0,0,0,100,1.7999999999999998,0.0,0.0
12439,1,0,0,0,6,100,6.1,5.333333333333333,0.0
12440,1,0,0,0,26,100,66.7,25.333333333333332,0.0
12441,0,0,0,0,0,0,0.0,0.0,0.0
12442,1,0,0,0,20,100,19.0,20.0,0.0
12443,0,0,0,2,2,180,137.33333333333331,120.66666666666666,119.0
12444,1,0,0,0,0,100,3.2666666666666666,0.0,0.0
12446,0,0,1,0,180,416,197.33333333333331,180.0,0.0
12448,0,0,0,0,0,0,0.0,0.0,0.0
12449,0,0,0,0,0,243,95.2,66.66666666666666,103.0
12450,1,0,0,0,7,100,12.0,6.666666666666666,0.0
12451,1,0,0,0,43,108,50.4,42.666666666666664,0.0
12452,0,0,0,0,0,0,0.0,0.0,0.0
12453,0,0,0,0,0,0,0.0,0.0,0.0
12454,1,0,0,0,24,100,30.866666666666664,24.0,0.0
12455,1,0,0,0,31,108,79.06666666666666,30.666666666666664,0.0
12456,1,0,0,0,12,100,56.6,11.333333333333332,0.0
12457,1,0,0,16,66,132,53.39999999999999,66.0,0.0
12458,1,0,0,0,41,100,80.19999999999999,40.666666666666664,0.0
12459,0,0,0,0,0,0,0.0,0.0,0.0
12460,1,0,0,0,29,100,26.8,28.666666666666664,0.0
12461,1,0,0,0,48,116,56.9,48.0,0.0
12463,1,0,0,0,15,112,33.33333333333333,14.666666666666666,0.0
12464,0,0,0,0,0,27,13.666666666666666,9.333333333333332,16.0
12465,1,0,0,0,7,100,9.0,6.666666666666666,0.0
12466,0,0,0,78,78,173,155.0,77.33333333333333,0.0
12468,1,0,0,0,40,100,62.8,40.0,0.0
12469,1,0,0,0,16,100,15.599999999999998,16.0,0.0
12470,1,0,0,0,42,100,55.5,41.33333333333333,0.0
12471,0,0,0,0,0,0,0.0,0.0,0.0
12472,1,0,0,0,16,100,40.099999999999994,16.0,0.0
12473,1,0,0,0,0,100,35.5,0.0,0.0
12474,1,0,0,0,13,100,29.4,12.666666666666666,0.0
12475,1,0,0,0,16,100,19.0,16.0,0.0
12477,0,0,0,170,145,734,733.4666666666667,463.3333333333333,319.0
12480,1,0,0,0,4,100,19.1,3.333333333333333,0.0
12481,1,0,0,0,0,100,16.066666666666666,0.0,0.0
12482,1,0,0,0,0,100,3.0,0.0,0.0
12483,1,0,0,0,0,100,2.8,0.0,0.0
12484,0,1,0,0,52,233,165.39999999999998,84.66666666666666,33.0
12485,1,0,0,0,2,129,81.13333333333333,30.666666666666664,29.0
12486,1,0,0,0,30,100,85.13333333333333,30.0,0.0
12487,0,1,0,0,68,200,137.33333333333331,68.0,0.0
12489,0,0,0,0,0,0,0.0,0.0,0.0
12490,0,0,0,0,0,0,0.0,0.0,0.0
12491,0,1,0,0,86,200,98.79999999999998,85.33333333333333,0.0
12492,1,0,0,0,5,100,3.5,4.666666666666666,0.0
12493,1,0,0,0,0,100,0.7999999999999999,0.0,0.0
12494,1,0,0,0,22,100,25.93333333333333,21.333333333333332,0.0
12495,0,0,0,0,0,0,0.0,0.0,0.0
12496,1,0,0,0,23,100,43.53333333333333,22.666666666666664,0.0
12498,1,0,0,0,0,144,117.06666666666666,44.0,44.0
12501,0,0,0,6,6,149,88.66666666666666,32.0,26.0
12502,0,1,0,0,72,200,69.93333333333334,72.0,0.0
12503,1,0,0,0,11,100,28.599999999999998,10.666666666666666,0.0
12504,0,0,0,0,0,46,0.0,0.0,46.0
12507,1,0,0,0,0,100,9.466666666666665,0.0,0.0
12508,0,0,0,115,115,838,730.3333333333333,460.0,345.0
12512,1,0,0,0,8,100,4.0,8.0,0.0
12513,0,0,0,0,0,0,0.0,0.0,0.0
12514,0,1,0,0,77,200,90.46666666666665,76.66666666666666,0.0
12515,1,0,0,0,37,100,56.06666666666666,36.666666666666664,0.0
12516,1,0,0,0,24,100,35.733333333333334,24.0,0.0
12517,1,0,0,0,14,100,18.266666666666666,13.333333333333332,0.0
12518,0,1,0,105,205,421,280.3333333333333,240.66666666666666,36.0
12520,0,0,0,0,0,166,105.46666666666665,40.0,116.0
12521,0,0,0,20,0,38,37.133333333333326,7.333333333333333,18.0
12522,1,0,0,45,95,193,151.79999999999998,94.66666666666666,0.0
12523,0,1,0,0,54,200,100.73333333333332,54.0,0.0
12524,0,0,0,282,282,727,628.9333333333333,410.0,128.0
12525,1,0,0,0,20,100,90.69999999999999,19.333333333333332,0.0
12526,1,0,0,6,56,114,77.66666666666666,55.33333333333333,0.0
12527,0,0,0,0,0,24,0.0,0.0,0.0
12528,0,0,0,243,243,617,593.0,468.0,225.0
12529,0,1,0,0,68,200,72.33333333333333,68.0,0.0
12530,0,0,0,0,0,0,0.0,0.0,0.0
12531,0,0,0,32,12,190,190.0,135.33333333333331,124.0
12533,0,0,0,698,544,1528,1527.5333333333333,1180.6666666666665,637.0
12534,0,0,0,395,395,833,615.1999999999999,450.66666666666663,56.0
12538,0,0,0,61,61,522,460.8666666666666,334.66666666666663,274.0
12540,0,0,1,75,275,662,575.5333333333333,378.66666666666663,104.0
12542,0,0,0,90,72,257,256.2,180.66666666666666,109.0
12543,0,0,1,0,133,400,145.26666666666665,132.66666666666666,0.0
12544,0,0,0,0,0,0,0.0,0.0,0.0
12545,0,0,0,34,34,134,117.33333333333333,78.0,44.0
12546,1,0,0,3,53,132,113.39999999999999,81.33333333333333,29.0
12547,0,0,0,46,22,188,187.13333333333333,111.33333333333333,90.0
12548,1,0,0,0,6,100,60.099999999999994,6.0,0.0
12549,0,0,0,85,0,643,643.0,280.0,366.0
12550,0,0,1,1068,1146,2757,2756.4,1886.6666666666665,741.0
12553,0,0,0,313,67,1258,1257.3333333333333,763.3333333333333,697.0
12561,0,0,0,156,154,534,534.0,375.3333333333333,222.0
12563,0,0,0,37,37,269,240.46666666666664,118.0,81.0
12564,0,1,0,55,105,397,396.8666666666666,228.0,123.0
12565,0,1,0,0,92,218,110.6,109.33333333333333,18.0
12566,0,0,1,157,357,705,584.5999999999999,420.0,63.0
12567,0,1,0,0,68,200,71.39999999999999,67.33333333333333,0.0
12569,0,0,1,114,314,710,466.26666666666665,364.0,50.0
12570,0,1,1,40,340,712,374.4666666666667,339.3333333333333,0.0
12571,0,0,0,195,124,387,386.06666666666666,181.33333333333331,58.0
12572,0,0,0,75,0,292,291.3333333333333,94.66666666666666,102.0
12574,1,0,0,0,11,100,5.333333333333333,10.666666666666666,0.0
12575,1,0,0,4,54,128,72.2,54.0,0.0
12577,1,0,0,0,36,116,63.8,36.0,0.0
12578,0,0,0,25,20,57,56.6,20.0,0.0
12580,0,0,1,0,133,424,177.26666666666665,132.66666666666666,0.0
12581,1,0,0,15,65,163,92.79999999999998,104.66666666666666,40.0
12582,1,0,0,58,108,222,191.26666666666665,107.33333333333333,0.0
12583,1,0,0,0,26,116,101.69999999999999,26.0,0.0
12585,0,0,0,15,15,31,17.733333333333334,14.666666666666666,0.0
12586,0,0,2,93,493,1090,738.6,586.0,93.0
12589,0,0,2,270,670,1358,890.7333333333332,689.3333333333333,20.0
12590,0,0,0,419,363,1286,1285.0666666666666,857.3333333333333,495.0
12592,1,0,0,0,50,100,82.26666666666667,49.33333333333333,0.0
12594,0,0,0,0,0,251,85.59999999999998,38.666666666666664,214.0
12601,0,0,2,919,832,3025,3024.1,1596.0,764.0
12603,0,0,0,847,847,2128,1838.1333333333332,1451.3333333333333,605.0
12604,0,0,0,0,0,56,0.0,0.0,56.0
12701,0,0,0,177,177,867,852.4,463.3333333333333,287.0
12719,0,0,0,17,17,32,22.666666666666664,31.333333333333332,15.0
12720,0,0,0,5,0,13,12.466666666666665,0.0,0.0
12721,0,1,2,0,495,1016,538.9333333333333,494.66666666666663,0.0
12722,0,0,0,0,0,0,0.0,0.0,0.0
12723,1,0,0,0,10,108,38.666666666666664,10.0,0.0
12724,0,0,0,0,0,0,0.0,0.0,0.0
12725,0,0,0,17,17,41,21.333333333333332,16.666666666666664,0.0
12726,0,1,0,0,86,208,79.8,86.0,0.0
12729,0,1,0,16,116,256,140.7,116.0,0.0
12732,1,0,0,0,13,108,22.599999999999998,12.666666666666666,0.0
12733,1,0,0,0,21,100,88.19999999999999,20.666666666666664,0.0
12734,0,1,0,0,70,200,121.4,70.0,0.0
12736,0,0,0,0,0,0,0.0,0.0,0.0
12737,0,0,0,61,61,117,81.53333333333333,60.666666666666664,0.0
12738,1,0,0,0,0,108,25.9,0.0,0.0
12740,0,0,0,44,44,112,72.46666666666667,44.0,0.0
12741,1,0,0,0,0,100,4.9,0.0,0.0
12742,0,0,0,0,0,98,0.0,0.0,98.0
12743,1,0,0,0,0,100,7.333333333333333,0.0,0.0
12745,0,0,0,0,0,24,0.0,0.0,0.0
12746,1,0,0,0,30,100,30.7,29.333333333333332,0.0
12747,0,1,0,0,38,208,170.1,38.0,0.0
12748,1,0,0,0,7,108,53.06666666666666,6.666666666666666,0.0
12749,1,0,0,0,0,100,20.866666666666664,0.0,0.0
12750,1,0,0,0,3,100,1.3333333333333333,2.6666666666666665,0.0
12751,0,0,1,0,165,400,202.3,164.66666666666666,0.0
12752,1,0,0,0,4,100,3.9333333333333336,4.0,0.0
12754,0,0,0,369,369,918,916.4,458.0,89.0
12758,0,0,0,48,19,197,196.9333333333333,168.0,149.0
12759,0,0,1,0,54,400,249.39999999999998,53.33333333333333,0.0
12760,1,0,0,0,2,100,7.066666666666666,2.0,0.0
12762,0,0,0,0,0,24,6.8999999999999995,0.0,24.0
12763,1,0,0,0,4,100,7.4,4.0,0.0
12764,1,0,0,0,28,108,61.73333333333333,28.0,0.0
12765,1,0,0,0,13,100,32.266666666666666,12.666666666666666,0.0
12766,1,0,0,0,0,100,27.266666666666666,0.0,0.0
12767,1,0,0,0,25,100,12.333333333333332,24.666666666666664,0.0
12768,1,0,0,0,18,100,14.2,18.0,0.0
12769,1,0,0,0,18,100,8.666666666666666,17.333333333333332,0.0
12770,1,0,0,0,0,100,8.333333333333332,0.0,0.0
12771,1,0,0,296,346,720,648.1333333333333,480.0,134.0
12775,1,0,0,14,64,155,94.93333333333334,95.33333333333333,32.0
12776,1,0,0,0,32,100,67.79999999999998,32.0,0.0
12777,1,0,0,0,32,100,25.066666666666666,31.333333333333332,0.0
12778,1,0,0,0,0,100,36.5,0.0,0.0
12779,0,0,1,0,146,400,238.7,146.0,0.0
12780,1,0,0,0,21,100,74.73333333333332,20.666666666666664,0.0
12781,0,0,0,0,0,0,0.0,0.0,0.0
12783,0,1,0,0,53,200,58.93333333333334,52.666666666666664,0.0
12784,0,0,0,0,0,0,0.0,0.0,0.0
12785,1,0,0,0,0,100,88.26666666666667,0.0,0.0
12786,1,0,0,0,0,100,2.1999999999999997,0.0,0.0
12787,0,0,0,0,0,0,0.0,0.0,0.0
12788,0,0,0,0,0,208,96.06666666666666,44.0,200.0
12789,0,1,0,0,95,216,184.5,94.66666666666666,0.0
12790,1,0,0,84,134,298,184.2,155.33333333333331,22.0
12791,0,0,0,10,9,42,41.733333333333334,8.666666666666666,0.0
12792,1,0,0,0,0,100,1.7999999999999998,0.0,0.0
12801,0,0,2,4,278,1101,1100.2,528.6666666666666,251.0
12803,1,0,0,301,351,723,448.8666666666666,350.66666666666663,0.0
12804,0,0,0,362,354,1128,1127.8666666666666,820.0,466.0
12808,1,0,0,0,3,100,2.0,2.6666666666666665,0.0
12809,0,0,1,0,141,432,177.33333333333331,140.66666666666666,0.0
12810,1,0,0,0,24,100,37.1,24.0,0.0
12811,1,0,0,0,12,100,17.666666666666664,11.333333333333332,0.0
12812,0,0,0,0,0,16,0.0,0.0,0.0
12814,0,0,0,12,12,32,25.4,11.333333333333332,0.0
12815,1,0,0,0,10,100,39.199999999999996,10.0,0.0
12816,1,0,0,0,39,184,176.86666666666667,78.66666666666666,40.0
12817,0,0,0,13,0,60,59.8,27.333333333333332,47.0
12819,1,0,0,0,5,100,13.9,4.666666666666666,0.0
12820,1,0,0,0,0,100,14.666666666666666,0.0,0.0
12821,0,0,0,9,4,17,16.7,4.0,0.0
12822,1,0,1,32,282,592,457.4,282.0,0.0
12823,1,0,0,0,0,100,26.599999999999998,0.0,0.0
12824,1,0,0,0,42,100,33.599999999999994,41.33333333333333,0.0
12827,1,0,1,0,220,500,183.4,219.33333333333331,0.0
12828,0,0,0,243,25,531,530.6,226.66666666666666,202.0
12831,1,0,3,166,816,1658,1036.1999999999998,816.0,0.0
12832,0,0,1,0,170,472,432.1,170.0,0.0
12833,0,0,1,8,208,424,253.79999999999998,207.33333333333331,0.0
12834,0,0,1,0,188,484,276.8666666666667,187.33333333333331,0.0
12835,1,0,0,0,43,100,60.06666666666666,42.666666666666664,0.0
12836,1,0,0,0,2,100,6.1,1.3333333333333333,0.0
12837,1,0,0,0,9,100,62.9,8.666666666666666,0.0
12838,1,0,0,0,25,100,51.7,24.666666666666664,0.0
12839,0,0,1,154,206,881,880.1,307.3333333333333,102.0
12841,0,0,0,0,0,0,0.0,0.0,0.0
12842,0,0,0,18,18,34,33.7,17.333333333333332,0.0
12843,1,0,0,0,16,100,65.9,15.333333333333332,0.0
12844,1,0,0,0,0,100,7.466666666666666,0.0,0.0
12845,0,0,1,0,140,433,167.79999999999998,140.0,0.0
12846,0,0,0,46,28,106,105.46666666666665,47.33333333333333,20.0
12847,1,0,0,0,18,100,20.0,18.0,0.0
12849,0,0,0,0,0,37,20.3,20.666666666666664,21.0
12850,0,1,0,0,69,200,98.33333333333333,68.66666666666666,0.0
12851,1,0,0,0,14,100,20.9,14.0,0.0
12852,1,0,0,0,3,100,11.1,2.6666666666666665,0.0
12853,0,1,0,0,33,200,122.8,32.666666666666664,0.0
12854,1,0,0,0,21,100,16.333333333333332,20.666666666666664,0.0
12855,1,0,0,0,6,100,10.7,5.333333333333333,0.0
12856,1,0,0,0,0,100,5.0,0.0,0.0
12857,1,0,0,0,11,100,21.9,10.666666666666666,0.0
12858,1,0,0,0,0,100,1.0,0.0,0.0
12859,0,1,0,0,82,200,124.6,81.33333333333333,0.0
12860,1,0,0,0,24,100,28.2,23.333333333333332,0.0
12861,1,0,0,0,18,100,30.53333333333333,17.333333333333332,0.0
12862,1,0,0,0,0,100,11.599999999999998,0.0,0.0
12863,1,0,0,0,8,100,70.93333333333334,8.0,0.0
12864,0,0,0,0,0,0,0.0,0.0,0.0
12865,0,0,1,0,135,424,235.0,134.66666666666666,0.0
12866,0,0,0,521,505,1296,1295.0666666666666,831.3333333333333,327.0
12870,0,0,0,35,30,65,64.06666666666666,30.0,0.0
12871,0,0,1,0,123,424,190.2,122.66666666666666,0.0
12872,0,0,0,0,0,0,0.0,0.0,0.0
12873,1,0,0,0,48,100,35.599999999999994,47.33333333333333,0.0
12874,1,0,0,0,0,100,1.5999999999999999,0.0,0.0
12878,1,0,0,0,17,100,53.599999999999994,16.666666666666664,0.0
12883,1,0,0,91,141,302,249.8,219.33333333333331,79.0
12884,1,0,0,0,32,100,39.33333333333333,32.0,0.0
12885,1,0,0,101,19,323,323.0,94.66666666666666,76.0
12886,1,0,0,0,0,100,4.666666666666666,0.0,0.0
12887,0,0,1,8,208,479,408.0,246.66666666666666,39.0
12901,0,0,2,365,650,1715,1714.2,858.6666666666666,209.0
12903,0,0,0,0,0,85,80.79999999999998,46.0,85.0
12910,0,1,0,0,48,200,119.8,47.33333333333333,0.0
12911,0,0,0,0,0,0,0.0,0.0,0.0
12912,1,0,0,0,4,144,112.69999999999999,24.0,20.0
12913,0,0,0,0,0,60,52.46666666666667,24.666666666666664,32.0
12914,1,0,0,0,28,116,60.2,27.333333333333332,0.0
12915,0,0,0,0,0,0,0.0,0.0,0.0
12916,1,0,0,44,56,208,207.4,76.0,20.0
12917,1,0,0,0,40,100,99.4,39.33333333333333,0.0
12918,1,0,0,9,59,141,136.59999999999997,58.666666666666664,0.0
12919,0,1,0,16,116,248,160.1,116.0,0.0
12920,0,1,0,0,95,244,126.13333333333333,94.66666666666666,0.0
12921,0,1,0,84,184,381,199.53333333333333,198.66666666666666,15.0
12922,1,0,0,0,2,100,1.3333333333333333,1.3333333333333333,0.0
12923,1,0,0,0,24,116,40.2,23.333333333333332,0.0
12924,1,0,0,0,0,100,13.0,0.0,0.0
12926,0,0,1,0,134,432,199.6,133.33333333333331,0.0
12927,1,0,0,0,0,100,1.3333333333333333,0.0,0.0
12928,0,1,0,0,64,200,127.9,63.33333333333333,0.0
12929,1,0,0,0,43,108,63.0,42.666666666666664,0.0
12930,0,1,0,0,78,200,86.3,78.0,0.0
12932,0,0,0,0,0,64,33.599999999999994,16.666666666666664,64.0
12933,0,0,0,0,0,0,0.0,0.0,0.0
12934,1,0,0,5,55,113,103.5,54.666666666666664,0.0
12935,1,0,0,0,16,134,98.19999999999999,34.0,18.0
12936,0,0,0,8,8,24,21.4,8.0,0.0
12937,0,1,0,0,51,216,140.2,50.666666666666664,0.0
12939,0,0,0,4,4,28,6.666666666666666,4.0,0.0
12941,1,0,0,0,32,116,55.266666666666666,32.0,0.0
12942,0,0,0,0,0,30,14.1,8.666666666666666,30.0
12943,0,0,0,1,1,9,3.1999999999999997,0.6666666666666666,0.0
12944,0,0,1,0,71,418,260.9,88.66666666666666,18.0
12945,1,0,0,0,14,100,47.0,13.333333333333332,0.0
12946,0,0,0,70,70,271,216.46666666666664,93.33333333333333,24.0
12950,0,0,0,18,18,50,39.8,18.0,0.0
12952,1,0,0,0,20,100,42.2,19.333333333333332,0.0
12953,0,0,1,121,321,864,784.2,483.3333333333333,163.0
12955,1,0,0,0,3,100,10.4,2.6666666666666665,0.0
12956,1,0,0,0,19,120,60.599999999999994,38.666666666666664,20.0
12957,0,1,0,0,38,200,152.4,38.0,0.0
12958,1,0,0,8,28,124,123.6,28.0,0.0
12959,1,0,0,0,48,108,93.4,47.33333333333333,0.0
12960,1,0,0,14,64,130,52.5,64.0,0.0
12961,0,0,0,0,0,0,0.0,0.0,0.0
12962,0,1,0,74,174,380,260.06666666666666,174.0,0.0
12964,0,0,0,0,0,0,0.0,0.0,0.0
12965,1,0,0,0,7,100,20.5,6.666666666666666,0.0
12966,0,0,1,0,197,400,355.3,196.66666666666666,0.0
12967,1,0,0,0,34,100,92.9,33.33333333333333,0.0
12969,1,0,0,0,0,100,7.6,0.0,0.0
12970,1,0,0,0,4,100,7.933333333333334,3.333333333333333,0.0
12972,0,0,1,84,284,572,382.4,284.0,0.0
12973,1,0,0,0,4,100,10.466666666666665,3.333333333333333,0.0
12974,1,0,0,39,89,193,96.0,88.66666666666666,0.0
12975,1,0,0,0,8,100,6.266666666666667,7.333333333333333,0.0
12976,1,0,0,0,4,100,4.0,4.0,0.0
12977,0,0,0,0,0,40,0.0,0.0,40.0
12978,1,0,0,0,6,100,10.0,5.333333333333333,0.0
12979,0,1,0,0,93,200,139.93333333333334,92.66666666666666,0.0
12980,1,0,0,0,6,100,30.1,5.333333333333333,0.0
12981,0,0,0,56,56,190,131.66666666666666,55.33333333333333,0.0
12983,0,0,0,144,144,345,316.59999999999997,234.0,90.0
12985,0,0,0,4,4,44,39.9,3.333333333333333,0.0
12986,0,0,0,77,40,205,204.79999999999998,96.0,56.0
12987,1,0,0,0,5,100,3.5,4.666666666666666,0.0
12989,1,0,0,0,19,100,33.33333333333333,18.666666666666664,0.0
12992,0,0,1,0,148,416,230.1,148.0,0.0
12993,0,0,0,0,0,92,52.86666666666666,28.0,40.0
12996,1,0,0,0,4,135,96.2,38.666666666666664,35.0
12997,1,0,0,0,16,100,26.0,16.0,0.0
12998,1,0,0,0,0,100,47.5,0.0,0.0
13020,0,0,0,6,6,14,6.0,6.0,0.0
13021,0,0,0,684,684,2257,1717.3333333333333,1437.3333333333333,754.0
13024,0,0,0,0,0,0,0.0,0.0,0.0
13026,1,0,0,0,18,100,48.73333333333333,18.0,0.0
13027,0,0,1,788,988,2047,1920.8666666666668,1275.3333333333333,288.0
13028,1,0,0,0,26,100,60.6,25.333333333333332,0.0
13029,0,0,2,2,402,878,514.1999999999999,401.3333333333333,0.0
13030,0,0,1,0,127,416,253.73333333333335,126.66666666666666,0.0
13031,0,0,1,255,455,941,761.3333333333333,586.6666666666666,132.0
13032,0,1,0,169,269,591,572.1333333333333,369.3333333333333,101.0
13033,0,0,0,111,111,306,204.13333333333333,136.0,25.0
